truckingcompanyid,productid,distanceinmiles,fuelcost,linehaulcost,source,destination
8647,17,3308.88,3.58,72.66,Colorado Springs,Phoenix
3181,11,778.56,6.53,1217.03,Virginia Beach,Sacramento
5115,9,389.28,7.1,1782.24,Indianapolis,Boston
3964,11,97.32,5.3,4758.28,San Diego,San Antonio
6262,9,1265.16,5.46,136.72,San Diego,Boston
1263,18,2238.36,7.78,175.07,Fort Worth,Sacramento
3655,22,3308.88,4.65,264.08,San Antonio,Raleigh
9988,2,194.64,5.04,1204.05,Miami,Virginia Beach
7883,7,3114.24,5.72,178.93,San Francisco,Tampa
3130,1,2043.72,3.99,183.99,Austin,Albuquerque
3744,16,2919.6,7.08,228.88,Omaha,San Jose
3400,16,1362.48,6.99,130.49,Mesa,Boston
4907,16,1362.48,6.48,445.85,Oklahoma City,Austin
9851,3,1362.48,6.94,225.25,Seattle,Houston
5716,5,3016.92,5.23,156.92,Virginia Beach,Fort Worth
6490,9,681.24,6.28,161.93,Fort Worth,Philadelphia
9451,21,1751.76,5.6,262.5,Albuquerque,New Orleans
4315,8,1654.44,6.37,513.34,Oklahoma City,San Diego
8863,14,3016.92,5.47,407.22,San Diego,Colorado Springs
8498,17,4087.44,3.5,253.76,San Diego,New Orleans
6059,21,97.32,5.99,5426.68,Seattle,Indianapolis
1005,22,1167.84,5.23,246.57,Detroit,Jacksonville
6123,4,1167.84,5.24,235.82,Dallas,Boston
9430,9,583.92,5.01,1055.34,Austin,Indianapolis
1649,23,1557.12,4.19,65.28,Memphis,Jacksonville
3066,8,1362.48,6.68,451.67,Boston,San Antonio
9141,19,1751.76,6.23,107.62,Tucson,Charlotte
8422,11,1167.84,6.01,610.04,Colorado Springs,Las Vegas
2795,11,3892.8,6.63,136.87,Los Angeles,Miami
5780,24,291.96,4.89,1875.86,Philadelphia,Dallas
9330,9,389.28,4.49,403.55,Las Vegas,Milwaukee
3045,14,2335.68,6.01,201.48,Las Vegas,Chicago
2469,17,1459.8,5.46,309.96,Boston,Sacramento
9737,17,2724.96,6.0,227.01,Arlington,Boston
2892,10,4184.76,4.35,163.66,Tulsa,Houston
2886,13,486.6,5.09,1561.68,Boston,San Francisco
7434,22,389.28,6.4,1541.06,Philadelphia,San Jose
2066,9,875.88,5.36,299.68,Denver,San Jose
6652,6,3016.92,5.81,110.3,Omaha,Dallas
5909,18,389.28,5.5,2255.95,Houston,San Diego
9185,20,778.56,4.74,1145.68,El Paso,Baltimore
7653,15,4282.08,3.71,202.45,Houston,Tampa
4081,16,1459.8,5.53,771.5,New Orleans,Mesa
5956,4,1654.44,5.58,518.59,Las Vegas,San Jose
6087,4,973.2,5.08,221.9,Mesa,Oakland
8404,6,486.6,6.4,859.47,Detroit,Louisville
8507,22,1946.4,6.28,227.69,Long Beach,Nashville
6707,14,97.32,4.95,4597.12,Portland,Las Vegas
9530,11,1849.08,6.43,792.69,Seattle,Atlanta
7334,14,973.2,3.64,375.47,Denver,Louisville
9175,3,1654.44,5.46,102.74,Memphis,Oakland
9178,12,194.64,5.75,1143.34,Detroit,El Paso
1253,8,2238.36,5.81,67.43,Milwaukee,San Diego
5567,14,486.6,6.02,229.54,Jacksonville,San Antonio
4954,2,681.24,6.62,187.64,Philadelphia,Fort Worth
1198,21,97.32,5.09,14190.94,Baltimore,Milwaukee
8063,3,389.28,4.67,3495.54,Indianapolis,Fort Worth
9678,23,3892.8,4.68,45.54,Minneapolis,Philadelphia
2792,14,778.56,6.24,198.19,Memphis,Sacramento
4572,19,194.64,6.49,1215.64,Minneapolis,Tampa
4398,7,1946.4,4.0,192.34,Seattle,Kansas City
9547,21,291.96,6.07,967.7,Long Beach,Omaha
7961,16,875.88,6.26,615.88,Kansas City,Tulsa
7121,17,97.32,4.27,9796.08,Las Vegas,Portland
7201,12,1070.52,4.36,151.1,Columbus,Chicago
9823,6,291.96,3.8,502.93,Arlington,Minneapolis
6080,15,97.32,5.35,11440.0,Philadelphia,Phoenix
4537,18,2627.64,4.02,220.21,Tampa,Boston
2108,23,681.24,5.56,542.32,Atlanta,Baltimore
8672,7,1265.16,4.4,206.55,Tucson,Washington
9429,3,486.6,5.8,999.55,Las Vegas,El Paso
3184,4,194.64,5.47,3393.73,San Diego,San Jose
5360,6,681.24,4.76,1032.55,Omaha,Tulsa
9780,15,973.2,7.45,316.73,Seattle,Memphis
2844,9,2822.28,5.86,79.59,Phoenix,Fresno
1192,4,2043.72,3.34,308.01,New Orleans,Louisville
6203,21,1849.08,4.69,343.32,Phoenix,Detroit
2147,15,2238.36,5.68,193.84,Houston,Las Vegas
2441,7,681.24,7.5,121.73,Milwaukee,Detroit
3688,8,2238.36,5.05,94.87,Fresno,Austin
9840,7,1265.16,4.96,605.39,San Francisco,Louisville
8992,10,2822.28,6.73,124.67,Boston,New Orleans
4367,10,1265.16,5.01,683.12,Milwaukee,Seattle
2685,16,1265.16,6.08,402.65,Austin,Detroit
9765,24,3990.12,5.53,153.91,Tampa,San Antonio
6834,20,3892.8,6.44,240.97,Dallas,Arlington
6875,21,1459.8,4.35,210.56,Mesa,New Orleans
1924,9,3990.12,5.28,111.02,Oakland,Houston
7002,1,1167.84,5.14,409.44,Fort Worth,Oklahoma City
5779,4,3211.56,3.98,95.69,San Jose,Long Beach
3587,21,778.56,3.94,905.24,Chicago,Austin
9918,17,2822.28,6.18,110.67,Omaha,Austin
3174,13,97.32,5.88,2983.6,Austin,San Jose
1823,20,3211.56,6.2,295.19,Philadelphia,Colorado Springs
8252,23,583.92,4.02,1571.63,Colorado Springs,Oakland
5626,24,291.96,4.86,2752.04,Indianapolis,Columbus
8376,23,778.56,6.15,1198.77,San Jose,Seattle
2342,22,1849.08,6.58,63.15,Indianapolis,Sacramento
9646,2,194.64,3.67,20999.57,Albuquerque,Baltimore
6200,5,97.32,5.34,1751.8,Dallas,San Jose
6798,3,4087.44,5.68,18.64,New Orleans,San Diego
9148,20,4379.4,3.14,107.94,New Orleans,Phoenix
5609,16,1849.08,5.73,319.36,Milwaukee,New Orleans
2787,4,1362.48,6.82,811.4,Minneapolis,Albuquerque
3543,24,2238.36,4.33,114.83,Louisville,Philadelphia
5814,21,3503.52,5.1,240.53,Phoenix,Raleigh
1503,12,2724.96,5.31,218.12,Colorado Springs,Austin
1664,12,1849.08,5.66,452.21,Phoenix,Detroit
7041,24,1557.12,6.41,173.05,Oklahoma City,Raleigh
6389,17,291.96,4.85,2046.19,Milwaukee,Fresno
6865,11,973.2,6.59,2452.61,San Antonio,Indianapolis
9917,7,2433.0,4.37,138.55,Sacramento,Austin
3702,5,97.32,5.11,3277.74,Sacramento,Atlanta
4007,15,1070.52,4.76,1261.24,Seattle,San Antonio
6033,1,1946.4,5.53,249.61,Minneapolis,Portland
3968,6,2627.64,6.41,135.44,Tucson,Philadelphia
6360,13,389.28,5.33,2638.46,Tulsa,Long Beach
7712,24,4087.44,4.81,485.23,Oakland,Chicago
7492,24,1265.16,5.6,899.72,Louisville,Miami
5895,6,778.56,4.88,346.42,Portland,Seattle
4281,8,97.32,6.61,16994.38,Tampa,Arlington
6526,15,4282.08,5.2,58.04,Tulsa,Chicago
2549,4,3406.2,5.68,302.63,Virginia Beach,Dallas
8902,13,486.6,6.47,1324.33,San Diego,Fort Worth
9246,22,2043.72,5.78,373.94,Indianapolis,Kansas City
7146,17,486.6,5.12,500.75,Louisville,Detroit
5351,15,3016.92,4.27,31.89,New Orleans,Denver
8339,21,3698.16,7.4,281.16,Virginia Beach,Philadelphia
4016,4,1167.84,5.28,93.46,Charlotte,Las Vegas
7745,6,291.96,6.04,2807.83,Tucson,Baltimore
3587,20,97.32,4.48,4892.61,Memphis,Louisville
9247,18,2043.72,6.63,281.65,Philadelphia,Las Vegas
4386,3,2724.96,6.14,67.72,Colorado Springs,Austin
6505,18,1265.16,4.76,745.63,Charlotte,Memphis
3451,22,97.32,4.89,6887.67,Omaha,Raleigh
8827,1,1265.16,5.39,115.8,Indianapolis,Baltimore
4387,15,1459.8,7.93,111.16,Detroit,Colorado Springs
7571,20,3698.16,3.94,18.85,Arlington,Austin
2159,5,3114.24,4.94,249.69,Kansas City,Philadelphia
4641,3,3211.56,6.04,121.07,Charlotte,Tampa
9534,10,3114.24,5.3,45.19,Seattle,New Orleans
3503,20,1946.4,5.65,201.67,Jacksonville,Albuquerque
6095,21,1751.76,6.64,246.33,Long Beach,Oklahoma City
6589,9,1751.76,4.47,534.82,Houston,El Paso
2385,18,1070.52,7.98,274.05,Kansas City,Arlington
7104,4,3114.24,5.62,108.8,Dallas,Raleigh
3744,21,1654.44,4.26,258.14,El Paso,Colorado Springs
4584,5,291.96,6.08,1621.7,Boston,Seattle
3399,3,2335.68,4.76,222.02,Phoenix,Louisville
3070,24,3990.12,4.82,220.1,Oakland,Houston
6014,16,3211.56,5.68,16.05,Austin,Virginia Beach
7249,6,2530.32,6.36,304.2,Omaha,Columbus
7958,5,194.64,6.29,4517.75,Minneapolis,Tampa
3622,18,291.96,5.5,5778.83,Seattle,Boston
4066,23,2043.72,4.54,569.12,Memphis,Arlington
2183,19,194.64,4.72,341.81,Nashville,Boston
1514,3,1362.48,6.29,152.98,Phoenix,Denver
3858,19,875.88,5.56,540.27,Columbus,Phoenix
8511,2,1654.44,4.07,134.92,Oakland,Memphis
3037,6,1557.12,5.48,100.54,Louisville,Oakland
5530,7,2141.04,3.51,276.01,Portland,Houston
2367,5,2043.72,4.72,486.52,Indianapolis,Kansas City
8012,8,291.96,3.79,4590.22,Mesa,Kansas City
3052,5,1070.52,5.89,362.41,Colorado Springs,Memphis
4647,5,1362.48,5.37,502.42,Philadelphia,Washington
6309,15,3114.24,6.02,206.52,Indianapolis,Arlington
9975,12,2433.0,7.31,153.82,Memphis,Chicago
8428,1,486.6,3.61,894.25,San Antonio,Jacksonville
9468,21,486.6,4.44,626.37,Omaha,Mesa
2564,10,875.88,5.29,1443.62,San Francisco,Oklahoma City
6938,5,1946.4,5.72,174.13,San Jose,Baltimore
3842,4,2433.0,6.37,474.86,Fresno,Dallas
7311,6,1265.16,6.09,870.58,Austin,Detroit
3107,16,1070.52,5.33,837.37,Nashville,Jacksonville
5054,15,3308.88,5.5,110.98,Virginia Beach,San Jose
2634,24,3406.2,3.6,113.16,San Jose,Oakland
7580,18,973.2,5.08,527.49,Houston,Columbus
1743,14,4087.44,6.52,123.4,Tampa,Philadelphia
7869,4,2724.96,4.92,71.08,Charlotte,Long Beach
6522,11,3503.52,6.1,209.36,San Antonio,Long Beach
3234,14,1654.44,4.1,169.46,Denver,Los Angeles
9649,2,778.56,4.19,606.42,San Francisco,Detroit
6714,4,1265.16,7.56,568.66,Milwaukee,Seattle
7430,11,2627.64,4.73,373.88,Virginia Beach,Indianapolis
3549,10,2724.96,6.53,331.37,Denver,Tulsa
2884,7,3016.92,5.38,76.3,Arlington,Seattle
3799,6,583.92,4.8,816.4,Virginia Beach,New Orleans
7567,13,2919.6,4.93,203.59,Houston,Fresno
4412,21,1946.4,2.89,394.93,Milwaukee,Austin
5735,5,4184.76,3.93,39.8,San Antonio,New Orleans
2224,20,1265.16,5.82,1376.38,Fresno,Tulsa
7466,1,1557.12,6.7,385.17,Miami,Portland
2987,24,2043.72,6.32,247.0,New Orleans,Louisville
2127,4,1557.12,6.1,621.62,Indianapolis,Tucson
5161,22,97.32,7.03,1381.88,Mesa,Sacramento
9139,20,2530.32,4.79,279.07,Miami,San Francisco
3956,2,1167.84,6.6,258.95,Indianapolis,Louisville
8728,11,2822.28,4.82,199.73,Philadelphia,Mesa
7412,23,3016.92,4.64,128.33,Colorado Springs,San Diego
7252,10,1167.84,6.12,61.22,El Paso,Fresno
4781,12,389.28,5.85,520.9,Oklahoma City,Boston
5598,24,1167.84,6.28,384.71,Mesa,Nashville
8193,4,1849.08,5.08,245.62,Long Beach,Detroit
1058,17,2724.96,5.29,255.76,Los Angeles,Baltimore
6224,1,2238.36,5.71,468.9,Las Vegas,New Orleans
9494,18,875.88,4.35,732.48,Tulsa,Kansas City
6607,17,1654.44,3.56,100.69,Boston,Kansas City
3106,8,1654.44,6.06,90.62,Virginia Beach,Las Vegas
4865,4,2530.32,6.27,103.11,San Jose,Sacramento
6649,1,2724.96,5.82,234.02,Long Beach,Charlotte
7468,24,389.28,6.42,2077.73,Miami,Kansas City
5198,9,4184.76,5.57,95.14,New Orleans,San Antonio
3088,24,291.96,3.31,2500.46,Boston,Seattle
7791,22,194.64,7.08,2067.74,Tulsa,Arlington
7271,19,3308.88,6.55,32.46,Oakland,Austin
7148,13,681.24,4.97,394.63,Seattle,Oklahoma City
4164,2,778.56,5.63,99.06,Seattle,Portland
4673,1,3016.92,5.26,67.36,Tulsa,San Francisco
3504,22,681.24,5.77,245.88,Colorado Springs,Albuquerque
1242,1,1946.4,3.41,130.0,New Orleans,Baltimore
8164,12,1167.84,6.19,383.64,San Francisco,Houston
8744,21,1946.4,5.96,196.06,Tulsa,Las Vegas
8991,22,486.6,4.73,3218.34,Charlotte,Washington
2826,2,4184.76,5.97,34.49,San Antonio,New Orleans
1065,20,973.2,6.14,695.09,Atlanta,Las Vegas
3709,4,1265.16,4.71,286.74,Seattle,Milwaukee
1246,14,1265.16,5.74,34.31,Nashville,Sacramento
4051,1,1070.52,6.98,578.13,Milwaukee,Miami
7081,7,3698.16,5.71,148.31,Phoenix,Long Beach
7593,21,486.6,4.95,2383.51,El Paso,Las Vegas
8866,21,291.96,5.4,1159.67,Columbus,Austin
6296,3,2627.64,7.48,46.38,Phoenix,Albuquerque
5557,23,291.96,4.95,2538.05,San Antonio,San Jose
7054,18,3016.92,4.67,195.81,San Jose,Raleigh
3705,18,1265.16,4.36,211.45,Memphis,Charlotte
6084,11,389.28,4.04,3172.0,Chicago,San Antonio
7221,14,3406.2,4.77,16.62,Charlotte,New Orleans
7367,8,4087.44,7.33,142.1,San Diego,New Orleans
6907,22,2238.36,3.87,636.87,Arlington,Portland
2626,13,389.28,6.48,1237.36,San Diego,Jacksonville
4510,4,2238.36,4.58,63.87,Virginia Beach,Boston
9496,11,1751.76,7.16,448.48,Omaha,El Paso
1962,19,194.64,4.14,1395.6,El Paso,Detroit
9682,4,2627.64,3.71,266.5,Columbus,Raleigh
2175,8,778.56,7.17,449.9,Memphis,Washington
1392,20,2043.72,6.2,332.32,San Francisco,Atlanta
2434,10,583.92,5.37,847.83,Milwaukee,Atlanta
2879,6,1167.84,5.03,361.75,Oklahoma City,Fort Worth
2909,14,973.2,5.88,1085.05,Raleigh,Milwaukee
4363,9,778.56,6.07,583.52,Miami,Fresno
2434,7,1265.16,5.24,211.05,New Orleans,Atlanta
5014,13,1167.84,7.85,419.67,Mesa,Nashville
5003,19,2530.32,6.69,49.4,Fresno,San Diego
1405,7,2238.36,5.57,211.5,Denver,Miami
8393,7,681.24,5.25,171.06,Fort Worth,Washington
5959,18,1459.8,5.47,679.4,Kansas City,Nashville
9207,23,389.28,7.21,871.72,Colorado Springs,Long Beach
4725,5,1557.12,5.13,730.99,Memphis,Jacksonville
5251,9,2141.04,5.16,102.29,Tulsa,Oklahoma City
5284,5,1751.76,5.94,92.66,Tampa,Baltimore
9984,13,1557.12,5.04,163.08,Tampa,Albuquerque
2358,22,389.28,4.16,790.69,Mesa,Colorado Springs
4428,19,973.2,5.64,1150.76,Charlotte,Phoenix
8167,1,1265.16,5.07,89.01,Washington,Tucson
5194,3,3698.16,4.5,63.62,Miami,Houston
7369,17,389.28,5.6,3787.18,Philadelphia,Los Angeles
3638,16,1265.16,3.51,318.52,Jacksonville,Oklahoma City
8446,12,291.96,7.36,668.24,Colorado Springs,Miami
2338,18,1265.16,6.41,1239.88,Las Vegas,Omaha
5951,19,973.2,5.25,296.6,Phoenix,Charlotte
8598,20,97.32,5.13,5777.8,Seattle,Denver
5738,10,1070.52,6.93,497.57,Indianapolis,Philadelphia
9253,2,486.6,4.75,225.03,Boston,San Francisco
3214,4,583.92,5.85,942.82,Omaha,Fresno
3549,21,3892.8,6.28,97.3,Philadelphia,Minneapolis
4553,21,1265.16,3.18,40.79,Atlanta,New Orleans
4655,1,2141.04,4.43,464.3,Portland,Tampa
5471,12,1946.4,5.56,24.99,Austin,Milwaukee
2645,15,2043.72,7.59,34.41,Kansas City,Indianapolis
1962,8,1265.16,4.93,87.42,Kansas City,Oklahoma City
3363,15,583.92,5.73,217.7,Atlanta,Milwaukee
7203,4,1070.52,5.18,835.08,Las Vegas,San Francisco
4635,10,1849.08,4.31,442.93,Las Vegas,San Diego
8009,22,1459.8,5.74,159.38,Atlanta,El Paso
7060,10,2919.6,4.95,531.4,Columbus,Virginia Beach
6046,16,2627.64,5.4,104.4,Charlotte,Miami
6348,5,1557.12,5.1,86.88,Tulsa,Milwaukee
2610,17,1362.48,6.56,1028.45,Milwaukee,Oakland
1330,9,1557.12,6.87,480.85,Houston,Washington
2033,7,3503.52,5.48,39.31,Columbus,New Orleans
5358,19,486.6,6.56,884.92,San Francisco,Boston
3579,11,1946.4,3.97,391.69,Kansas City,Seattle
2836,21,1167.84,5.51,1377.88,San Antonio,Denver
8760,17,778.56,5.72,953.25,Colorado Springs,Tulsa
6870,24,486.6,3.63,199.94,Portland,Milwaukee
9588,19,875.88,5.22,310.19,Washington,Austin
2993,9,1265.16,5.91,363.88,Nashville,Sacramento
3595,12,4087.44,5.21,126.78,Virginia Beach,Los Angeles
2597,8,291.96,5.43,2788.01,Charlotte,Seattle
3530,24,1167.84,4.23,440.07,Jacksonville,Detroit
2710,5,389.28,7.14,394.28,Tampa,Virginia Beach
2597,21,2335.68,7.49,29.26,Phoenix,Louisville
1665,22,97.32,3.16,2160.27,Miami,Long Beach
2402,13,3406.2,4.93,83.2,Raleigh,Philadelphia
9238,22,3503.52,5.56,167.23,Kansas City,Los Angeles
5143,1,875.88,5.85,304.56,Mesa,Virginia Beach
4771,2,1751.76,2.94,171.7,Portland,San Diego
6171,20,3308.88,4.51,279.92,San Francisco,New Orleans
1187,7,3600.84,4.88,231.52,Chicago,Omaha
8223,4,291.96,8.75,1355.61,Dallas,Jacksonville
7630,3,1654.44,2.63,381.97,Albuquerque,Charlotte
2680,2,875.88,6.68,478.32,Washington,Louisville
1245,4,2433.0,5.55,181.53,San Francisco,Raleigh
3776,4,2919.6,4.35,199.61,Atlanta,San Antonio
4128,22,1362.48,4.47,59.02,Minneapolis,Albuquerque
7783,2,2433.0,4.2,186.86,Indianapolis,Miami
9111,8,2433.0,6.05,403.17,Fort Worth,Kansas City
2288,20,1265.16,4.31,714.1,Baltimore,Indianapolis
3489,13,973.2,5.18,960.13,Washington,San Jose
3675,9,4087.44,5.85,280.25,Los Angeles,Virginia Beach
5717,4,486.6,5.17,1928.17,Virginia Beach,Arlington
7363,5,681.24,5.72,2661.39,Washington,Fort Worth
7699,24,1849.08,5.55,288.62,Las Vegas,San Diego
3194,16,1167.84,5.77,256.78,Denver,Milwaukee
4123,16,3016.92,6.62,221.91,Minneapolis,Charlotte
2511,4,3406.2,6.1,40.1,Tulsa,Jacksonville
7527,15,1557.12,5.97,79.24,Portland,San Jose
5323,6,3698.16,5.46,252.89,San Antonio,Oakland
5134,13,1654.44,5.47,633.89,Memphis,Austin
9410,20,1459.8,4.44,352.41,Mesa,New Orleans
5495,3,681.24,5.59,502.03,El Paso,Charlotte
1126,1,1654.44,4.63,145.89,Indianapolis,Fresno
5134,9,3406.2,4.83,208.08,Philadelphia,Raleigh
4588,9,875.88,7.54,489.35,Omaha,Arlington
2113,9,1265.16,6.41,558.57,Portland,Fort Worth
8999,7,1362.48,5.76,320.68,Louisville,Long Beach
2821,21,1557.12,4.88,363.56,Fort Worth,Louisville
2715,11,3211.56,4.42,25.56,San Jose,Long Beach
3571,11,1557.12,5.36,195.35,New Orleans,Fresno
4892,18,486.6,7.01,2102.87,Milwaukee,Sacramento
4085,3,1362.48,6.47,798.7,Miami,Memphis
4811,1,1265.16,5.15,301.26,Fort Worth,Portland
6452,4,681.24,5.21,149.74,Baltimore,Atlanta
5557,5,389.28,4.99,2317.32,Virginia Beach,Omaha
9314,17,2335.68,5.2,191.5,Phoenix,Louisville
9954,6,1265.16,5.2,442.41,Austin,Detroit
6645,18,1459.8,5.81,447.21,Memphis,Long Beach
5106,13,1557.12,5.44,98.96,Seattle,Fresno
7881,22,194.64,5.15,2845.85,San Francisco,Seattle
9594,7,3600.84,4.98,319.94,Austin,Tampa
3503,4,778.56,4.85,293.25,Austin,Denver
3380,21,2141.04,6.03,484.0,Albuquerque,San Jose
1339,12,3114.24,6.7,111.92,Charlotte,Tulsa
8799,19,1362.48,5.72,353.87,Nashville,Atlanta
5153,24,194.64,5.13,3399.24,Minneapolis,Tampa
4876,13,2724.96,6.25,310.63,San Francisco,Virginia Beach
1341,6,2238.36,5.5,162.07,Portland,Arlington
7852,8,389.28,4.57,2070.18,Long Beach,Colorado Springs
1707,12,3795.48,5.62,107.92,Oakland,Philadelphia
5962,12,486.6,7.04,801.18,Phoenix,San Jose
3987,18,1849.08,6.12,1024.61,San Jose,Louisville
5968,7,1751.76,5.49,97.17,Baltimore,Tampa
2971,13,486.6,4.54,202.46,Oklahoma City,Baltimore
6411,14,97.32,5.27,4598.26,Seattle,Denver
9888,21,1167.84,6.44,873.48,Charlotte,Las Vegas
7795,9,194.64,5.23,5434.25,Los Angeles,Houston
9927,1,2627.64,6.49,174.76,Austin,Kansas City
3037,16,3503.52,7.03,23.63,Tampa,Jacksonville
2959,18,1459.8,6.75,444.0,Raleigh,Portland
7725,19,681.24,7.28,3652.76,Boston,Memphis
9331,7,681.24,5.01,710.36,Charlotte,El Paso
6157,21,3016.92,5.26,205.84,Philadelphia,Atlanta
6623,24,778.56,4.73,806.31,Miami,Fresno
4057,6,3406.2,3.15,158.15,Fort Worth,Tampa
2231,19,291.96,4.33,2343.67,Louisville,Albuquerque
1361,13,1654.44,5.21,455.27,Portland,Dallas
4667,7,3795.48,5.78,73.5,Oakland,Philadelphia
8471,15,2433.0,5.36,198.94,San Jose,Mesa
4979,22,1654.44,4.87,106.6,Austin,Memphis
5733,23,681.24,4.73,630.71,Las Vegas,Fresno
3667,21,486.6,6.22,888.52,Nashville,Memphis
4445,11,2724.96,5.9,526.55,Dallas,Atlanta
9979,12,2043.72,7.22,68.01,Albuquerque,Austin
2810,12,973.2,6.56,111.22,Nashville,Tucson
8819,1,875.88,4.24,877.88,Seattle,Las Vegas
8393,1,1654.44,6.6,238.01,Jacksonville,Louisville
6796,21,2043.72,7.01,503.66,Portland,Tulsa
8137,1,778.56,6.21,347.08,Detroit,San Francisco
4670,9,681.24,5.07,1436.01,Oklahoma City,Albuquerque
7313,2,1654.44,5.68,578.64,Las Vegas,San Jose
9609,10,778.56,5.12,740.47,San Francisco,Detroit
7860,24,3990.12,4.91,172.24,Los Angeles,Long Beach
7793,16,1849.08,4.39,202.61,San Jose,Louisville
8715,5,2433.0,6.78,59.29,Jacksonville,Atlanta
9354,11,3698.16,5.26,152.35,Los Angeles,Omaha
3532,9,2238.36,4.99,92.2,Las Vegas,Houston
4730,16,1459.8,5.81,1012.44,Dallas,Detroit
2474,12,2724.96,5.81,842.44,Minneapolis,Seattle
3563,18,2141.04,4.86,238.17,Omaha,Seattle
3749,13,875.88,4.5,900.64,Denver,San Jose
2031,23,3503.52,5.01,30.81,Houston,Omaha
1506,3,486.6,5.32,1585.41,Oakland,New Orleans
7397,5,1167.84,7.11,591.13,Colorado Springs,Las Vegas
6763,4,97.32,7.03,9241.83,Charlotte,San Francisco
8964,1,1751.76,5.26,573.4,Seattle,Sacramento
4576,23,681.24,3.35,540.06,Memphis,Mesa
4631,23,2335.68,4.13,155.92,Portland,Los Angeles
2052,23,681.24,7.47,369.55,Milwaukee,Detroit
8788,5,486.6,6.09,689.66,Oakland,New Orleans
8468,13,1167.84,6.9,489.64,Detroit,Sacramento
7420,7,1751.76,5.51,66.0,Indianapolis,Mesa
3939,15,194.64,5.75,2276.23,Oklahoma City,Las Vegas
9029,1,875.88,7.11,349.71,Washington,Austin
9020,19,389.28,4.36,1357.37,Colorado Springs,Mesa
4366,19,2919.6,5.5,309.84,Oakland,Charlotte
2424,10,1070.52,5.96,85.37,Albuquerque,Boston
5722,5,1459.8,5.41,412.24,Los Angeles,Indianapolis
9376,13,2238.36,4.85,250.47,Tulsa,Detroit
6756,21,2335.68,4.17,44.28,Denver,Long Beach
5212,9,2433.0,5.15,592.8,Oklahoma City,New Orleans
6020,1,973.2,5.12,542.86,Detroit,Fresno
3147,14,875.88,6.21,1808.53,Mesa,Portland
1090,20,2919.6,4.95,65.59,Denver,Arlington
3555,8,875.88,3.72,217.97,Memphis,Denver
7735,11,2141.04,4.41,43.52,San Diego,Baltimore
2416,14,194.64,5.7,1345.24,Milwaukee,Louisville
5672,9,1362.48,6.56,170.16,Portland,Jacksonville
4550,5,583.92,7.14,554.22,Denver,Fort Worth
2784,3,3990.12,6.23,179.75,Phoenix,Minneapolis
6726,19,2238.36,6.04,284.33,Omaha,Indianapolis
2098,6,973.2,4.2,1144.48,Sacramento,Minneapolis
3512,14,778.56,6.14,395.92,Miami,Fresno
6874,14,2335.68,6.3,201.19,El Paso,Minneapolis
3842,4,1654.44,7.06,241.82,Baltimore,Fort Worth
2926,24,1265.16,3.45,265.9,Louisville,Miami
9932,15,1557.12,4.91,544.19,Charlotte,Milwaukee
3799,16,194.64,5.52,4022.5,San Francisco,Seattle
9289,2,97.32,6.55,3314.93,Phoenix,Houston
7080,4,486.6,5.33,2002.06,Miami,Atlanta
3106,3,1167.84,6.31,823.15,Las Vegas,Colorado Springs
3263,11,2822.28,5.11,75.97,Charlotte,Virginia Beach
4874,14,1265.16,5.31,763.28,Mesa,El Paso
7314,19,681.24,4.61,1623.43,Virginia Beach,Atlanta
6168,10,973.2,4.92,117.41,New Orleans,Omaha
5982,18,1751.76,5.72,277.32,Washington,Los Angeles
9564,24,583.92,6.99,1712.39,Indianapolis,Nashville
2423,13,1167.84,4.3,752.81,Los Angeles,Columbus
7020,6,2724.96,6.94,80.48,Philadelphia,Fresno
8321,8,973.2,5.04,774.75,Charlotte,Oklahoma City
3191,2,486.6,6.4,803.84,Austin,San Francisco
1579,17,3114.24,4.92,343.04,Oakland,Fort Worth
1968,12,1849.08,5.34,266.67,Miami,Nashville
7903,15,97.32,4.58,2492.43,Miami,Raleigh
8475,17,2627.64,4.75,86.68,Louisville,Los Angeles
8064,5,97.32,5.03,3486.71,Milwaukee,Baltimore
9662,24,3211.56,6.39,84.44,Philadelphia,Colorado Springs
8482,1,1070.52,6.59,1185.45,Los Angeles,Fort Worth
6185,17,486.6,4.62,233.16,Atlanta,Miami
4008,1,2627.64,6.03,289.02,Columbus,Raleigh
7868,3,1167.84,5.13,520.74,New Orleans,Kansas City
4835,9,1946.4,5.14,149.18,Austin,Milwaukee
2829,15,1362.48,6.08,757.0,Virginia Beach,Baltimore
7629,18,2238.36,5.7,61.0,San Jose,Tucson
8960,20,97.32,5.31,606.79,Denver,Washington
5219,22,875.88,5.19,82.13,Memphis,Atlanta
6849,12,2822.28,5.63,36.51,San Jose,Colorado Springs
7673,12,1849.08,6.19,558.25,Mesa,San Francisco
8938,14,97.32,4.57,5778.2,Minneapolis,Oakland
1435,4,2433.0,7.48,304.31,Minneapolis,Boston
8044,8,1265.16,4.26,889.01,Dallas,El Paso
6559,10,194.64,5.09,3218.46,Chicago,Phoenix
4562,18,3308.88,6.15,92.79,Omaha,Philadelphia
8791,19,389.28,4.17,2258.24,Tucson,Atlanta
9021,10,2238.36,5.27,159.9,Phoenix,Memphis
4105,20,2141.04,6.91,430.39,Nashville,Oakland
4406,23,3503.52,6.62,242.58,Miami,Philadelphia
5352,24,1459.8,6.81,392.62,Milwaukee,Minneapolis
